,full_id,contig_id,#members,known_gene_ids,unknown_gene_ids,span,members,architecture,member_scores,members_evals
339,China.pigfarm.SRR5976187_ctg_364289_00002,ctg_364289,2,"[2, 3]","[1, 4]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(64.1)__(39.2)__(??)__,__(??)__(4.7e-17)__(1.8e-09)__(??)__
340,China.pigfarm.SRR5976187_ctg_366982_00004,ctg_366982,2,"[4, 6]","[3, 5, 7]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(54.1)__(??)__(307.1)__(??)__,__(??)__(6.9e-14)__(??)__(1e-90)__(??)__
341,China.pigfarm.SRR5976187_ctg_367454_00003,ctg_367454,3,"[3, 4, 5]","[2, 6]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(RND_efflux)__(??)__,__(??)__(65.0)__(91.6)__(904.2)__(??)__,__(??)__(2.5e-17)__(2.8e-25)__(5.5e-271)__(??)__
342,China.pigfarm.SRR5976187_ctg_370818_00002,ctg_370818,2,"[2, 5]","[1, 3, 4, 6]",6,"Chlor_Efflux_Pump,vanT",__(??)__(Chlor_Efflux_Pump)__(??)__(??)__(vanT)__(??)__,__(??)__(38.8)__(??)__(??)__(207.2)__(??)__,__(??)__(2.6e-09)__(??)__(??)__(2.1e-60)__(??)__
343,China.pigfarm.SRR5976187_ctg_376762_00001,ctg_376762,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(58.4)__(53.9)__(??)__,__(??)__(2.6e-15)__(5.8e-14)__(??)__
344,China.pigfarm.SRR5976187_ctg_383164_00001,ctg_383164,3,"[1, 2, 3]",[4],4,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(MexH)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(49.4)__(576.7)__(24.6)__(??)__,__(??)__(2e-12)__(4.6e-172)__(4.4e-05)__(??)__
345,China.pigfarm.SRR5976187_ctg_386840_00002,ctg_386840,2,"[2, 3]","[1, 4]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(35.7)__(833.4)__(??)__,__(??)__(2.7e-08)__(1.3e-249)__(??)__
346,China.pigfarm.SRR5976187_ctg_389359_00002,ctg_389359,4,"[2, 3, 4, 5]","[1, 6]",6,"RND_efflux,RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(RND_efflux)__(RND_efflux)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(328.5)__(576.6)__(45.4)__(39.2)__(??)__,__(??)__(4.5e-97)__(5.1e-172)__(2.3e-11)__(1.6e-09)__(??)__
347,China.pigfarm.SRR5976187_ctg_393971_00004,ctg_393971,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(76.6)__(51.1)__(??)__,__(??)__(7.6e-21)__(4.2e-13)__(??)__
348,China.pigfarm.SRR5976187_ctg_394057_00001,ctg_394057,3,"[1, 2, 3]",[4],4,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(RND_efflux)__(??)__,__(??)__(67.9)__(65.3)__(802.0)__(??)__,__(??)__(3.3e-18)__(2.9e-17)__(4.2e-240)__(??)__
349,China.pigfarm.SRR5976187_ctg_397351_00001,ctg_397351,3,"[1, 2, 3]",[4],4,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(559.7)__(50.7)__(71.2)__(??)__,__(??)__(6.3e-167)__(7.4e-13)__(3.2e-19)__(??)__
350,China.pigfarm.SRR5976187_ctg_400769_00009,ctg_400769,2,"[9, 10]","[8, 11]",4,"MexH,adeC-adeK-oprM",__(??)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(30.0)__(30.6)__(??)__,__(??)__(1.5e-06)__(6.9e-07)__(??)__
351,China.pigfarm.SRR5976187_ctg_412519_00004,ctg_412519,2,"[4, 5]","[3, 6]",4,"ClassB,tet_ribosomoal_protect",__(??)__(ClassB)__(tet_ribosomoal_protect)__(??)__,__(??)__(26.9)__(53.7)__(??)__,__(??)__(1.2e-05)__(5e-14)__(??)__
352,China.pigfarm.SRR5976187_ctg_416368_00004,ctg_416368,2,"[4, 5]","[3, 6]",4,"RND_efflux,adeA-adeI",__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(36.3)__(800.3)__(??)__,__(??)__(1.4e-08)__(1.3e-239)__(??)__
353,China.pigfarm.SRR5976187_ctg_416745_00002,ctg_416745,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(172.4)__(810.3)__(237.4)__(??)__,__(??)__(6.4e-50)__(1.3e-242)__(1.3e-69)__(??)__
354,China.pigfarm.SRR5976187_ctg_421381_00005,ctg_421381,2,"[5, 6]","[4, 7]",4,"MexA,RND_efflux",__(??)__(MexA)__(RND_efflux)__(??)__,__(??)__(32.1)__(839.7)__(??)__,__(??)__(2.4e-07)__(1.7e-251)__(??)__
355,China.pigfarm.SRR5976187_ctg_424859_00004,ctg_424859,2,"[4, 5]","[3, 6]",4,"MexA,RND_efflux",__(??)__(MexA)__(RND_efflux)__(??)__,__(??)__(27.9)__(837.2)__(??)__,__(??)__(4.4e-06)__(9.8e-251)__(??)__
356,China.pigfarm.SRR5976187_ctg_425731_00004,ctg_425731,2,"[4, 5]","[3, 6]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(56.2)__(76.6)__(??)__,__(??)__(1.2e-14)__(7.6e-21)__(??)__
357,China.pigfarm.SRR5976187_ctg_428385_00023,ctg_428385,2,"[23, 26]","[22, 24, 25, 27]",6,"DHA,tet_ribosomoal_protect",__(??)__(DHA)__(??)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(49.8)__(??)__(??)__(360.9)__(??)__,__(??)__(1.1e-12)__(??)__(??)__(5.2e-107)__(??)__
358,China.pigfarm.SRR5976187_ctg_431919_00002,ctg_431919,3,"[2, 3, 4]","[1, 5]",5,"MexH,RND_efflux,RND_efflux",__(??)__(MexH)__(RND_efflux)__(RND_efflux)__(??)__,__(??)__(46.2)__(570.2)__(331.8)__(??)__,__(??)__(1.7e-11)__(4.3e-170)__(4.3e-98)__(??)__
359,China.pigfarm.SRR5976187_ctg_433529_00003,ctg_433529,2,"[3, 5]","[2, 4, 6]",5,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(??)__(adeA-adeI)__(??)__,__(??)__(50.9)__(??)__(27.1)__(??)__,__(??)__(4.7e-13)__(??)__(8.6e-06)__(??)__
360,China.pigfarm.SRR5976187_ctg_436819_00006,ctg_436819,2,"[6, 7]","[5, 8]",4,"tet_ribosomoal_protect,vanH",__(??)__(tet_ribosomoal_protect)__(vanH)__(??)__,__(??)__(146.0)__(65.5)__(??)__,__(??)__(5.7e-42)__(1.8e-17)__(??)__
361,China.pigfarm.SRR5976187_ctg_438267_00005,ctg_438267,2,"[5, 7]","[4, 6, 8]",5,"Chlor_Efflux_Pump,adeA-adeI",__(??)__(adeA-adeI)__(??)__(Chlor_Efflux_Pump)__(??)__,__(??)__(52.5)__(??)__(23.5)__(??)__,__(??)__(1.6e-13)__(??)__(0.00011)__(??)__
362,China.pigfarm.SRR5976187_ctg_441063_00006,ctg_441063,2,"[6, 8]","[5, 7, 9]",5,"tet_ribosomoal_protect,vanT",__(??)__(vanT)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(273.1)__(??)__(164.1)__(??)__,__(??)__(2.5e-80)__(??)__(1.9e-47)__(??)__
363,China.pigfarm.SRR5976187_ctg_44458_00003,ctg_44458,2,"[3, 4]","[2, 5]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(66.1)__(56.3)__(??)__,__(??)__(1.2e-17)__(1.1e-14)__(??)__
364,China.pigfarm.SRR5976187_ctg_446533_00003,ctg_446533,2,"[3, 4]","[2, 5]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(44.7)__(28.9)__(??)__,__(??)__(3.6e-11)__(2.2e-06)__(??)__
365,China.pigfarm.SRR5976187_ctg_450078_00001,ctg_450078,2,"[1, 2]",[3],3,"RND_efflux,adeA-adeI",__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(175.6)__(878.1)__(??)__,__(??)__(6.9e-51)__(4.3e-263)__(??)__
366,China.pigfarm.SRR5976187_ctg_452596_00001,ctg_452596,2,"[1, 3]","[2, 4]",4,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(21.6)__(??)__(286.7)__(??)__,__(??)__(0.00054)__(??)__(1.5e-84)__(??)__
367,China.pigfarm.SRR5976187_ctg_456007_00004,ctg_456007,3,"[4, 6, 7]","[3, 5, 8]",6,"ANT9,APH3,APH3",__(??)__(APH3)__(??)__(ANT9)__(APH3)__(??)__,__(??)__(61.9)__(??)__(53.1)__(29.2)__(??)__,__(??)__(2.9e-16)__(??)__(1.2e-13)__(2.8e-06)__(??)__
368,China.pigfarm.SRR5976187_ctg_461818_00006,ctg_461818,2,"[6, 7]","[5, 8]",4,"tet_ribosomoal_protect,vanC",__(??)__(vanC)__(tet_ribosomoal_protect)__(??)__,__(??)__(160.8)__(166.2)__(??)__,__(??)__(2.1e-46)__(4.4e-48)__(??)__
369,China.pigfarm.SRR5976187_ctg_46477_00009,ctg_46477,2,"[9, 10]","[8, 11]",4,"Chlor_Efflux_Pump,vanT",__(??)__(vanT)__(Chlor_Efflux_Pump)__(??)__,__(??)__(214.7)__(25.7)__(??)__,__(??)__(1.1e-62)__(2.5e-05)__(??)__
370,China.pigfarm.SRR5976187_ctg_470658_00006,ctg_470658,2,"[6, 7]","[5, 8]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(38.2)__(60.1)__(??)__,__(??)__(3.7e-09)__(7.8e-16)__(??)__
371,China.pigfarm.SRR5976187_ctg_470658_00003,ctg_470658,1,[3],"[2, 4]",3,Erm23S_rRNA_methyltrans,__(??)__(Erm23S_rRNA_methyltrans)__(??)__,__(??)__(23.3)__(??)__,__(??)__(0.00013)__(??)__
372,China.pigfarm.SRR5976187_ctg_476308_00004,ctg_476308,2,"[4, 5]","[3, 6]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(25.3)__(339.7)__(??)__,__(??)__(4e-05)__(1.8e-100)__(??)__
373,China.pigfarm.SRR5976187_ctg_48201_00010,ctg_48201,2,"[10, 13]","[9, 11, 12, 14]",6,"tet_MFS_efflux,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(??)__(tet_MFS_efflux)__(??)__,__(??)__(23.5)__(??)__(??)__(127.7)__(??)__,__(??)__(6.9e-05)__(??)__(??)__(2.4e-36)__(??)__
374,China.pigfarm.SRR5976187_ctg_483104_00006,ctg_483104,2,"[6, 9]","[5, 7, 8, 10]",6,"tet_ribosomoal_protect,vanA",__(??)__(vanA)__(??)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(20.6)__(??)__(??)__(141.4)__(??)__,__(??)__(0.00099)__(??)__(??)__(1.4e-40)__(??)__
375,China.pigfarm.SRR5976187_ctg_484706_00001,ctg_484706,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(96.8)__(870.8)__(??)__,__(??)__(7.5e-27)__(6.6e-261)__(??)__
376,China.pigfarm.SRR5976187_ctg_49461_00001,ctg_49461,2,"[1, 4]","[2, 3, 5]",5,"norA,tet_ribosomoal_protect",__(??)__(norA)__(??)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(30.6)__(??)__(??)__(253.9)__(??)__,__(??)__(1e-06)__(??)__(??)__(1.2e-74)__(??)__
377,China.pigfarm.SRR5976187_ctg_496247_00001,ctg_496247,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(721.2)__(29.4)__(??)__,__(??)__(1e-215)__(2.3e-06)__(??)__
378,China.pigfarm.SRR5976187_ctg_496321_00004,ctg_496321,2,"[4, 5]","[3, 6]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(596.6)__(49.9)__(??)__,__(??)__(4.7e-178)__(1.3e-12)__(??)__
379,China.pigfarm.SRR5976187_ctg_498293_00001,ctg_498293,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(46.4)__(22.9)__(??)__,__(??)__(1.1e-11)__(0.00016)__(??)__
380,China.pigfarm.SRR5976187_ctg_498854_00005,ctg_498854,2,"[5, 6]","[4, 7]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(31.0)__(849.0)__(??)__,__(??)__(7.4e-07)__(2.6e-254)__(??)__
381,China.pigfarm.SRR5976187_ctg_498996_00004,ctg_498996,2,"[4, 5]","[3, 6]",4,"MexA,RND_efflux",__(??)__(MexA)__(RND_efflux)__(??)__,__(??)__(39.7)__(665.3)__(??)__,__(??)__(1.2e-09)__(8.3e-199)__(??)__
382,China.pigfarm.SRR5976187_ctg_500672_00008,ctg_500672,2,"[8, 11]","[7, 9, 10, 12]",6,"blaI,tet_ribosomoal_protect",__(??)__(blaI)__(??)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(39.1)__(??)__(??)__(48.8)__(??)__,__(??)__(2.9e-09)__(??)__(??)__(1.5e-12)__(??)__
383,China.pigfarm.SRR5976187_ctg_501304_00004,ctg_501304,2,"[4, 6]","[3, 5, 7]",5,"APH3'',Erm23S_rRNA_methyltrans",__(??)__(Erm23S_rRNA_methyltrans)__(??)__(APH3'')__(??)__,__(??)__(132.6)__(??)__(43.4)__(??)__,__(??)__(6.1e-38)__(??)__(1.2e-10)__(??)__
384,China.pigfarm.SRR5976187_ctg_502095_00002,ctg_502095,2,"[2, 3]","[1, 4]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(810.4)__(38.8)__(??)__,__(??)__(1.2e-242)__(3.1e-09)__(??)__
385,China.pigfarm.SRR5976187_ctg_503617_00004,ctg_503617,2,"[4, 5]","[3, 6]",4,"tet_ribosomoal_protect,vanW",__(??)__(tet_ribosomoal_protect)__(vanW)__(??)__,__(??)__(290.5)__(47.8)__(??)__,__(??)__(1.1e-85)__(5.7e-12)__(??)__
386,China.pigfarm.SRR5976187_ctg_509683_00003,ctg_509683,2,"[3, 4]","[2, 5]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(53.3)__(26.0)__(??)__,__(??)__(8.8e-14)__(1.7e-05)__(??)__
387,China.pigfarm.SRR5976187_ctg_511062_00002,ctg_511062,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(174.3)__(927.0)__(265.5)__(??)__,__(??)__(1.7e-50)__(7.5e-278)__(3.9e-78)__(??)__
388,China.pigfarm.SRR5976187_ctg_513801_00003,ctg_513801,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(73.8)__(76.3)__(??)__,__(??)__(5.6e-20)__(9.2e-21)__(??)__
389,China.pigfarm.SRR5976187_ctg_516947_00016,ctg_516947,3,"[16, 17, 18]","[15, 19]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(RND_efflux)__(??)__,__(??)__(39.1)__(96.9)__(880.7)__(??)__,__(??)__(1.8e-09)__(6.8e-27)__(6.9e-264)__(??)__
390,China.pigfarm.SRR5976187_ctg_524522_00002,ctg_524522,2,"[2, 3]","[1, 4]",4,"tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__,__(??)__(67.4)__(176.5)__(??)__,__(??)__(3.5e-18)__(3.4e-51)__(??)__
391,China.pigfarm.SRR5976187_ctg_527612_00001,ctg_527612,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(43.6)__(42.2)__(??)__,__(??)__(7.9e-11)__(2e-10)__(??)__
392,China.pigfarm.SRR5976187_ctg_529638_00004,ctg_529638,2,"[4, 5]","[3, 6]",4,"MexH,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(??)__,__(??)__(49.9)__(24.1)__(??)__,__(??)__(9.1e-13)__(9.1e-05)__(??)__
393,China.pigfarm.SRR5976187_ctg_535108_00001,ctg_535108,1,[1],[2],2,MexH,__(??)__(MexH)__(??)__,__(??)__(123.7)__(??)__,__(??)__(5.2e-35)__(??)__
394,China.pigfarm.SRR5976187_ctg_535108_00002,ctg_535108,2,"[2, 5]","[1, 3, 4, 6]",6,"RND_efflux,RND_efflux",__(??)__(RND_efflux)__(??)__(??)__(RND_efflux)__(??)__,__(??)__(935.0)__(??)__(??)__(28.5)__(??)__,__(??)__(2.8e-280)__(??)__(??)__(1.9e-06)__(??)__
395,China.pigfarm.SRR5976187_ctg_541464_00003,ctg_541464,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(66.7)__(55.7)__(??)__,__(??)__(7.5e-18)__(1.7e-14)__(??)__
396,China.pigfarm.SRR5976187_ctg_543461_00016,ctg_543461,3,"[16, 17, 18]","[15, 19]",5,"MexA,RND_efflux,adeC-adeK-oprM",__(??)__(MexA)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(58.7)__(652.9)__(33.7)__(??)__,__(??)__(2e-15)__(4.5e-195)__(7.6e-08)__(??)__
397,China.pigfarm.SRR5976187_ctg_545632_00004,ctg_545632,2,"[4, 5]","[3, 6]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(65.7)__(609.3)__(??)__,__(??)__(2.1e-17)__(6.7e-182)__(??)__
398,China.pigfarm.SRR5976187_ctg_547432_00001,ctg_547432,3,"[1, 2, 3]",[4],4,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(44.3)__(567.8)__(51.6)__(??)__,__(??)__(4.8e-11)__(2.3e-169)__(3e-13)__(??)__
399,China.pigfarm.SRR5976187_ctg_552185_00005,ctg_552185,2,"[5, 6]","[4, 7]",4,"RND_efflux,adeA-adeI",__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(52.8)__(813.2)__(??)__,__(??)__(1.3e-13)__(1.7e-243)__(??)__
400,China.pigfarm.SRR5976187_ctg_555079_00002,ctg_555079,2,"[2, 3]","[1, 4]",4,"MexH,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(??)__,__(??)__(59.7)__(72.0)__(??)__,__(??)__(1e-15)__(2.6e-19)__(??)__
401,China.pigfarm.SRR5976187_ctg_556411_00003,ctg_556411,3,"[3, 4, 5]","[2, 6]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(877.0)__(109.7)__(53.7)__(??)__,__(??)__(9.5e-263)__(8.8e-31)__(6.7e-14)__(??)__
402,China.pigfarm.SRR5976187_ctg_559095_00002,ctg_559095,3,"[2, 3, 4]","[1, 5]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(896.7)__(84.3)__(41.1)__(??)__,__(??)__(1e-268)__(4.8e-23)__(4.3e-10)__(??)__
403,China.pigfarm.SRR5976187_ctg_560492_00004,ctg_560492,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(39.2)__(35.2)__(??)__,__(??)__(1.7e-09)__(2.9e-08)__(??)__
404,China.pigfarm.SRR5976187_ctg_560993_00004,ctg_560993,3,"[4, 5, 6]","[3, 7]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(517.3)__(48.9)__(33.6)__(??)__,__(??)__(4.2e-154)__(2.7e-12)__(8.3e-08)__(??)__
405,China.pigfarm.SRR5976187_ctg_566900_00008,ctg_566900,2,"[8, 9]","[7, 10]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(47.9)__(80.4)__(??)__,__(??)__(4e-12)__(5.5e-22)__(??)__
406,China.pigfarm.SRR5976187_ctg_567004_00002,ctg_567004,2,"[2, 4]","[1, 3, 5]",5,"Cfr23_rRNA_methyltrans,tet_MFS_efflux",__(??)__(Cfr23_rRNA_methyltrans)__(??)__(tet_MFS_efflux)__(??)__,__(??)__(210.1)__(??)__(35.2)__(??)__,__(??)__(2.6e-61)__(??)__(2.8e-08)__(??)__
407,China.pigfarm.SRR5976187_ctg_571688_00008,ctg_571688,3,"[8, 9, 10]","[7, 11]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(866.1)__(93.2)__(50.3)__(??)__,__(??)__(1.7e-259)__(8.9e-26)__(7.1e-13)__(??)__
408,China.pigfarm.SRR5976187_ctg_575618_00001,ctg_575618,2,"[1, 3]","[2, 4]",4,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(336.2)__(??)__(55.7)__(??)__,__(??)__(1.5e-99)__(??)__(2.2e-14)__(??)__
409,China.pigfarm.SRR5976187_ctg_578371_00008,ctg_578371,3,"[8, 9, 10]","[7, 11]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(RND_efflux)__(??)__,__(??)__(77.8)__(77.3)__(885.9)__(??)__,__(??)__(3.2e-21)__(6.5e-21)__(1.8e-265)__(??)__
410,China.pigfarm.SRR5976187_ctg_578371_00001,ctg_578371,2,"[1, 2]",[3],3,"RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(730.2)__(274.4)__(??)__,__(??)__(2.1e-218)__(8.1e-81)__(??)__
411,China.pigfarm.SRR5976187_ctg_583628_00011,ctg_583628,2,"[11, 12]","[10, 13]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(78.1)__(69.4)__(??)__,__(??)__(2.7e-21)__(1.1e-18)__(??)__
412,China.pigfarm.SRR5976187_ctg_587674_00054,ctg_587674,3,"[54, 55, 56]","[53, 57]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(53.2)__(671.0)__(45.3)__(??)__,__(??)__(9.7e-14)__(1.6e-200)__(2.3e-11)__(??)__
413,China.pigfarm.SRR5976187_ctg_589559_00003,ctg_589559,2,"[3, 4]","[2, 5]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(52.5)__(62.1)__(??)__,__(??)__(1.6e-13)__(1.9e-16)__(??)__
414,China.pigfarm.SRR5976187_ctg_589699_00002,ctg_589699,2,"[2, 3]","[1, 4]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(55.9)__(41.9)__(??)__,__(??)__(1.5e-14)__(2.7e-10)__(??)__
415,China.pigfarm.SRR5976187_ctg_590646_00004,ctg_590646,2,"[4, 5]","[3, 6]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(241.2)__(241.4)__(??)__,__(??)__(9.4e-71)__(8.9e-71)__(??)__
416,China.pigfarm.SRR5976187_ctg_595691_00002,ctg_595691,2,"[2, 3]","[1, 4]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(30.6)__(42.0)__(??)__,__(??)__(7.1e-07)__(2.3e-10)__(??)__
417,China.pigfarm.SRR5976187_ctg_597411_00001,ctg_597411,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(520.2)__(33.9)__(??)__,__(??)__(5.4e-155)__(9.7e-08)__(??)__
418,China.pigfarm.SRR5976187_ctg_603688_00005,ctg_603688,2,"[5, 6]","[4, 7]",4,"ClassB,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(ClassB)__(??)__,__(??)__(177.0)__(26.7)__(??)__,__(??)__(2.4e-51)__(1.4e-05)__(??)__
419,China.pigfarm.SRR5976187_ctg_60519_00003,ctg_60519,2,"[3, 4]","[2, 5]",4,"MexX,RND_efflux",__(??)__(RND_efflux)__(MexX)__(??)__,__(??)__(833.7)__(42.8)__(??)__,__(??)__(1.1e-249)__(1.4e-10)__(??)__
420,China.pigfarm.SRR5976187_ctg_607501_00004,ctg_607501,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(94.0)__(80.9)__(??)__,__(??)__(4.1e-26)__(3.9e-22)__(??)__
421,China.pigfarm.SRR5976187_ctg_607643_00016,ctg_607643,2,"[16, 19]","[15, 17, 18, 20]",6,"ClassB,vanH",__(??)__(ClassB)__(??)__(??)__(vanH)__(??)__,__(??)__(36.3)__(??)__(??)__(56.7)__(??)__,__(??)__(1.6e-08)__(??)__(??)__(8.6e-15)__(??)__
422,China.pigfarm.SRR5976187_ctg_617214_00001,ctg_617214,3,"[1, 2, 3]",[4],4,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(272.1)__(888.8)__(117.8)__(??)__,__(??)__(4e-80)__(2.6e-266)__(2.4e-33)__(??)__
423,China.pigfarm.SRR5976187_ctg_618703_00002,ctg_618703,2,"[2, 4]","[1, 3, 5]",5,"Cfr23_rRNA_methyltrans,vanH",__(??)__(Cfr23_rRNA_methyltrans)__(??)__(vanH)__(??)__,__(??)__(229.2)__(??)__(116.1)__(??)__,__(??)__(4.2e-67)__(??)__(7e-33)__(??)__
424,China.pigfarm.SRR5976187_ctg_625084_00003,ctg_625084,2,"[3, 4]","[2, 5]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(66.8)__(628.2)__(??)__,__(??)__(9.5e-18)__(1.3e-187)__(??)__
